ibm_id,service_name,service_instance,platform_viewer,platform_operator,platform_editor,platform_admin,service_reader,service_writer,service_manager,resourceType,region,resource
IBMid-550003Y0N2,conversation,,1,1,1,1,1,1,1,,,
